ID,Debrisno,Area_ha,Centroid_X,Centroid_Y,Debrisno_o
1046,投縣DF212,26.21,226538,2621839,南投N015-1
1047,投縣DF213,37.32,226661,2621690,南投N015-2
1048,投縣DF232,229.43,230233,2632451,投縣M100-77
1049,投縣DF148,1.32,231496,2623785,南投N010
1050,投縣DF214,50.19,230963,2623260,南投N010-1
1051,投縣DF127,557.35,232063,2637653,南投A093
1052,彰縣DF001,26.52,213388,2634238,彰化A003
1053,彰縣DF002,63.69,213848,2634083,彰化A002
1054,彰縣DF004,58.35,215577,2634256,彰化A001
1055,彰縣DF005,6.47,216189,2634548,彰化002
1056,彰縣DF008,26.43,215048,2633600,彰縣N102-3
1057,彰縣DF003,40.62,214440,2633674,彰化003
1058,彰縣DF006,86.12,210544,2640562,彰化A004
1059,彰縣DF009,23.68,210412,2637903,彰縣N102-1
1060,彰縣DF007,25.46,211514,2642966,彰化001
1061,雲縣DF003,140.4,210927,2610767,雲林002
1062,雲縣DF013,8.76,209899,2611045,雲縣P106-2
1063,雲縣DF005,120.46,218238,2609220,雲林A003
1064,雲縣DF006,1008.61,220633,2611161,雲林A005
1065,雲縣DF007,397.22,221508,2609506,雲林A001
1066,雲縣DF008,40.38,220168,2612107,雲林A002
1067,雲縣DF009,423.52,219305,2612670,雲林001
1068,雲縣DF010,6.08,218923,2610528,雲縣P99-1
1069,雲縣DF011,9.44,218257,2610809,雲縣P100-6
1070,雲縣DF012,12.42,217346,2609989,雲縣P100-7
1071,雲縣DF001,29.29,210343,2609183,雲林004
1072,雲縣DF002,143.8,210556,2609782,雲林003
1073,雲縣DF004,83.63,212675,2611683,雲林A004
1074,嘉縣DF054,244.65,209762,2576686,嘉縣Q98-13
1075,嘉縣DF038,1227.83,206707,2581702,嘉義A016
1076,嘉縣DF071,15.71,209991,2578069,嘉縣Q100-70
1077,嘉縣DF053,218.76,210483,2570336,嘉縣Q98-14
1078,嘉縣DF083,30.13,210471,2569706,嘉縣Q106-3
1079,嘉縣DF084,50.26,211518,2572362,嘉縣Q106-5
1080,嘉縣DF085,43.22,211967,2572373,嘉縣Q106-4
1081,嘉縣DF050,325.4,206860,2585481,嘉縣Q98-05
1082,嘉縣DF051,187.83,205753,2584933,嘉縣Q98-11
1083,嘉縣DF036,275.5,207912,2586347,嘉義A015
1084,嘉縣DF037,96.55,208262,2588634,嘉義013
1085,嘉縣DF035,469.11,201900,2581260,台南R97-8
1086,嘉縣DF049,60.92,204277,2582942,嘉縣Q98-04
1087,嘉縣DF070,20.41,203155,2584555,嘉縣Q100-69
1088,嘉縣DF052,27.52,203805,2587629,嘉縣Q98-16
1089,嘉縣DF064,40.11,219662,2600487,嘉縣Q100-61
1090,嘉縣DF065,12.64,219092,2600647,嘉縣Q100-67
1091,嘉縣DF066,12.47,218455,2600535,嘉縣Q100-68
1092,嘉縣DF009,103.99,209430,2599884,嘉義A018
1093,嘉縣DF010,34.66,208695,2600793,嘉義A021
1094,嘉縣DF018,87.46,213596,2598129,嘉義007
1095,嘉縣DF019,41.6,214056,2598390,嘉義A012
1096,嘉縣DF020,53.55,214379,2599059,嘉義A011
1097,嘉縣DF021,102.94,215098,2599314,嘉義A010
1098,嘉縣DF022,8.37,215182,2598824,嘉義A009
1099,嘉縣DF023,772.73,215223,2598374,嘉義A008
1100,嘉縣DF024,46.38,214410,2596374,嘉義008
1101,嘉縣DF025,19.78,216160,2597110,嘉義009
1102,嘉縣DF026,203.18,217800,2599097,嘉義A007
1103,嘉縣DF067,4.72,216449,2597781,嘉縣Q100-64
1104,嘉縣DF014,110.14,208415,2596291,嘉義A024
1105,嘉縣DF016,57.74,209818,2596814,嘉義A026
1106,嘉縣DF017,458.33,209922,2598398,嘉義A022、嘉縣Q106-8
1107,嘉縣DF082,20.63,207796,2603577,嘉縣Q106-9
1108,嘉縣DF015,89.42,208274,2598990,嘉義A023
1109,嘉縣DF011,11.1,209354,2602700,嘉義A019
1110,嘉縣DF012,81.22,208705,2603243,嘉義A020
1111,嘉縣DF013,118.61,208343,2603428,嘉義014
1112,嘉縣DF081,9.8,209571,2604989,嘉縣Q106-1
1113,嘉縣DF080,25.88,225507,2598865,嘉縣Q100-26
1114,嘉縣DF057,15.98,216346,2586970,嘉縣Q98-09
1115,嘉縣DF076,32.37,215880,2587935,嘉縣Q100-41
1116,嘉縣DF077,26.66,217219,2585746,嘉縣Q100-38
1117,嘉縣DF046,114.49,222312,2587812,嘉義A006
1118,嘉縣DF042,107.25,222407,2602284,嘉義003
1119,嘉縣DF043,295.58,224489,2600431,嘉義A002
1120,嘉縣DF055,2.26,223938,2603076,嘉縣Q98-12
1121,嘉縣DF072,50.8,224044,2603266,嘉縣Q100-22
1122,嘉縣DF073,233.01,224995,2602425,嘉縣Q100-23
1123,嘉縣DF062,149.72,217530,2578473,嘉縣Q98-21
1124,嘉縣DF078,76.58,218310,2582962,嘉縣Q100-46
1125,嘉縣DF079,22.52,217024,2581389,嘉縣Q100-47
1126,嘉縣DF045,146.88,224786,2593551,嘉義A004
1127,嘉縣DF058,298.29,223966,2592377,嘉縣Q98-10
1128,嘉縣DF086,33.07,221814,2592190,嘉縣Q106-14
1129,嘉縣DF087,1184.28,228612,2595565,嘉縣Q106-12
1130,嘉縣DF044,274.4,219634,2595416,嘉義A005
1131,嘉縣DF056,141.99,218895,2595133,嘉縣Q98-08
1132,嘉縣DF074,8.48,220668,2597822,嘉縣Q100-32
1133,嘉縣DF075,350.84,220921,2592173,嘉縣Q100-33
1134,嘉縣DF039,950.93,224212,2609993,嘉義001、嘉縣Q106-11
1135,嘉縣DF040,3947.56,229378,2607344,嘉義A001
1136,嘉縣DF041,600.03,226266,2605227,嘉義002
1137,嘉縣DF008,1145.08,220672,2602238,嘉義A003
1138,嘉縣DF047,8.29,221626,2605735,嘉縣Q98-17
1139,嘉縣DF048,3.41,221672,2605874,嘉縣Q98-17-1
1140,嘉縣DF063,27.54,219884,2604278,嘉縣Q100-18
1141,嘉縣DF002,150.92,208795,2607587,嘉義015
1142,嘉縣DF007,410.02,206519,2606136,嘉義Q98-10
1143,嘉縣DF003,201.73,216677,2601583,嘉義006
1144,嘉縣DF004,238.3,217864,2602238,嘉義005
1145,嘉縣DF005,122.6,217901,2603003,嘉義004
1146,嘉縣DF006,43.18,217742,2604166,嘉義A028
1147,嘉縣DF061,12.34,217200,2604349,嘉縣Q99-1
1148,嘉縣DF059,35.82,219733,2605279,嘉縣Q98-18
1149,嘉縣DF060,7.84,218001,2605225,嘉縣Q98-19
1150,嘉縣DF001,219.76,212192,2608407,嘉義A017
1151,嘉縣DF028,402.53,203633,2597000,嘉義A025
1152,嘉縣DF027,32.82,212293,2596962,嘉義A013
1153,嘉縣DF068,25.28,211600,2598610,嘉縣Q100-59
1154,嘉縣DF034,16.01,215341,2593985,嘉義N001
1155,嘉縣DF030,1336.82,211635,2590172,嘉義012
1156,嘉縣DF031,26.74,213864,2591653,嘉義A027
1157,嘉縣DF032,129.66,214017,2592217,嘉義011
1158,嘉縣DF033,24.04,213341,2592839,嘉義010
1159,嘉縣DF029,22.49,209463,2593531,嘉義A014
1160,嘉縣DF069,67.92,208977,2592172,嘉縣Q100-11
1161,南市DF028,6.91,195717,2568380,南縣DF028
1162,南市DF036,1.94,193389,2562169,南縣DF036
1163,南市DF003,1.32,195112,2581211,南縣DF003
1164,南市DF004,1.57,195046,2581199,南縣DF004
1165,南市DF005,1.19,194992,2581048,南縣DF005
1166,南市DF006,3.05,196342,2578658,南縣DF006
1167,南市DF001,48.03,198050,2581643,南縣DF001
1168,南市DF002,20.35,197301,2581650,南縣DF002
1169,南市DF007,9.03,199041,2578486,南縣DF007
1170,南市DF008,161.65,200141,2578019,南縣DF008
1171,南市DF009,344.97,200780,2580435,南縣DF009
1172,南市DF010,2.82,199567,2581773,南縣DF010
1173,南市DF011,38.93,200548,2581951,南縣DF011
1174,南市DF026,13.73,200825,2574902,南縣DF026
1175,南市DF027,28.12,199758,2575245,南縣DF027
1176,南市DF015,14.03,198353,2573667,南縣DF015
1177,南市DF016,57.83,197452,2571233,南縣DF016
1178,南市DF017,9.28,196844,2570674,南縣DF017
1179,南市DF018,12.45,196643,2570420,南縣DF018
1180,南市DF019,11.15,196557,2570272,南縣DF019
1181,南市DF020,10.4,196475,2570003,南縣DF020
1182,南市DF021,13.13,196330,2569578,南縣DF021
1183,南市DF022,12.13,196172,2569197,南縣DF022
1184,南市DF023,10.92,198293,2569719,南縣DF023
1185,南市DF024,46.78,198261,2570247,南縣DF024
1186,南市DF025,225.19,201170,2573189,南縣DF025
1187,南市DF012,16.13,200956,2577596,南縣DF012
1188,南市DF013,27.97,199288,2576939,南縣DF013
1189,南市DF014,57.73,200504,2576024,南縣DF014
1190,南市DF044,78.34,200949,2551126,南縣DF044
1191,南市DF045,133.95,200654,2550650,南縣DF045
1192,南市DF046,14.2,203063,2551775,南縣DF046
1193,南市DF047,6.62,203653,2552079,南縣DF047
1194,南市DF048,30.04,202865,2551754,南縣DF048
1195,南市DF038,315.56,208879,2569365,南縣DF038
1196,南市DF039,416.96,207815,2566108,南縣DF039
1197,南市DF040,9.8,207889,2563515,南縣DF040
1198,南市DF041,70.09,207518,2563313,南縣DF041
1199,南市DF042,177.47,206740,2563047,南縣DF042
1200,南市DF043,181.81,211981,2565519,南縣DF043
1201,南市DF029,13.42,200757,2568189,南縣DF029
1202,南市DF030,12.07,202985,2567178,南縣DF030
1203,南市DF031,3.48,197193,2567821,南縣DF031
1204,南市DF032,27.7,195464,2566890,南縣DF032
1205,南市DF033,451.47,201639,2558588,南縣DF033
1206,南市DF034,263.17,203763,2562219,南縣DF034
1207,南市DF035,451.46,203942,2564019,南縣DF035
1208,南市DF037,28.59,191405,2539348,南縣DF037
1209,高市DF026,15.31,197704,2542168,高縣DF023
1210,高市DF025,5.77,197379,2538008,高縣DF022
1211,高市DF024,14.86,198995,2547033,高縣DF021
1212,高市DF049,11.6,214616,2533662,高縣DF046
1213,高市DF050,168.12,215074,2534948,高縣DF047
1214,高市DF075,19.32,214529,2533407,高縣DF072
1215,高市DF051,139.28,215189,2538449,高縣DF048
1216,高市DF052,69.74,215104,2541648,高縣DF049
1217,高市DF053,87.35,214994,2542370,高縣DF050
1218,高市DF098,31.76,212986,2547105,高市S100-38
1219,高市DF048,14.04,211835,2542638,高縣DF045
1220,高市DF074,95.92,211744,2543530,高縣DF071
1221,高市DF099,40,211933,2542182,高市S100-44
1222,高市DF100,77.76,212325,2540944,高市S100-46
1223,高市DF097,42.95,216750,2554220,高市S100-19
1224,高市DF055,46.49,219137,2552684,高縣DF052
1225,高市DF077,556.04,219386,2551170,高縣DF074
1226,高市DF078,40.8,217751,2550616,高縣DF075
1227,高市DF079,696.72,218526,2549341,高縣DF076
1228,高市DF080,23.82,216903,2548092,高縣DF077
1229,高市DF102,8.6,217389,2550335,高市S100-25
1230,高市DF103,4.44,216473,2548837,高市S100-27
1231,高市DF104,5.85,216465,2548708,高市S100-28
1232,高市DF105,35.46,216749,2548349,高市S100-31
1233,高市DF106,15.36,216390,2547885,高市S100-32
1234,高市DF107,7.03,216332,2547728,高市S100-33
1235,高市DF108,50.71,216525,2547357,高市S100-35
1236,高市DF109,17.58,216462,2546961,高市S100-36
1237,高市DF054,444.25,217496,2546988,高縣DF051
1238,高市DF076,111.06,216652,2545392,高縣DF073
1239,高市DF101,14.9,216177,2545180,高市S100-41
1240,高市DF046,16.71,217092,2555530,高縣DF043
1241,高市DF047,187.94,217750,2557636,高縣DF044
1242,高市DF073,534.86,216076,2555952,高縣DF070
1243,高市DF027,17.53,183117,2526659,高縣DF024
1244,高市DF015,15.25,206923,2553462,高縣DF012
1245,高市DF016,54.19,203482,2550945,高縣DF013
1246,高市DF017,3.5,203541,2550404,高縣DF014
1247,高市DF008,31.79,215009,2564986,高縣DF005
1248,高市DF009,15.76,214021,2562240,高縣DF006
1249,高市DF010,64.03,214110,2561822,高縣DF007
1250,高市DF071,809.27,209424,2549965,高縣DF068
1251,高市DF095,138.32,209292,2551872,高市E100-67
1252,高市DF014,71.1,207427,2555234,高縣DF011
1253,高市DF094,7.45,207341,2554895,高市S100-57
1254,高市DF018,336.26,211779,2552257,高縣DF015
1255,高市DF019,44.66,210507,2552177,高縣DF016
1256,高市DF020,235.26,213331,2554967,高縣DF017
1257,高市DF011,23.28,209436,2559634,高縣DF008
1258,高市DF012,32.02,209108,2559167,高縣DF009
1259,高市DF013,11.86,209610,2556262,高縣DF010
1260,高市DF093,10.38,209891,2556441,高市S100-56
1261,高市DF021,124.09,202221,2549559,高縣DF018
1262,高市DF022,26.89,208361,2545511,高縣DF019
1263,高市DF023,168.31,207961,2546378,高縣DF020
1264,高市DF072,243.66,208048,2547089,高縣DF069
1265,高市DF007,332.68,220337,2567977,高縣DF004
1266,高市DF070,50.37,219306,2568702,高縣DF067
1267,高市DF004,61.77,222127,2574699,高縣DF001
1268,高市DF005,35.59,222165,2574319,高縣DF002
1269,高市DF065,61.19,219879,2574978,高縣DF062
1270,高市DF083,964.69,223889,2573371,高縣DF080
1271,高市DF084,87.81,221137,2572973,高縣DF081
1272,高市DF085,69.44,219253,2574149,高縣DF082
1273,高市DF006,27.95,219608,2570676,高縣DF003
1274,高市DF066,51.49,217538,2572835,高縣DF063
1275,高市DF067,116.72,217348,2572321,高縣DF064
1276,高市DF068,78.58,219971,2571368,高縣DF065
1277,高市DF069,1344.11,223562,2568716,高縣DF066
1278,高市DF086,20.07,218115,2573003,高縣DF083
1279,高市DF029,13.54,181489,2524183,高縣DF026
1280,高市DF028,9.2,182172,2527038,高縣DF025
1281,高市DF037,27.66,202650,2535619,高縣DF034
1282,高市DF038,11.79,202431,2535275,高縣DF035
1283,高市DF096,55.88,203042,2536619,高市E100-2
1284,高市DF043,4.51,207835,2529445,高縣DF040
1285,高市DF039,45.23,201350,2534567,高縣DF036
1286,高市DF040,52.1,200728,2534367,高縣DF037
1287,高市DF041,29.58,200055,2534027,高縣DF038
1288,高市DF042,32.66,199465,2533545,高縣DF039
1289,高市DF044,8.87,207903,2537272,高縣DF041
1290,高市DF056,151.81,221022,2533793,高縣DF053
1291,高市DF057,35.34,215310,2532420,高縣DF054
1292,高市DF081,52.42,216650,2534878,高縣DF078
1293,高市DF087,3.63,231819,2572521,高縣DF084
1294,高市DF088,5.35,231878,2572479,高縣DF085
1295,高市DF089,10.51,231845,2572296,高縣DF086
1296,高市DF090,27.37,231568,2571132,高市S100-6
1297,高市DF091,18.59,231492,2570882,高市S100-7
1298,高市DF045,27.47,217097,2556197,高縣DF042
1299,高市DF064,276.79,217169,2557167,高縣DF061
1300,高市DF060,680.97,225999,2567848,高縣DF057
1301,高市DF062,101.3,225656,2562976,高縣DF059
1302,高市DF063,23.61,225659,2562207,高縣DF060
1303,高市DF092,43.76,219743,2557827,高市S100-13
1304,高市DF058,89.97,232405,2573070,高縣DF055
1305,高市DF059,96.81,230905,2567577,高縣DF056
1306,高市DF110,6139.03,235316,2566442,高市E102-1
1307,高市DF061,35.22,228263,2564098,高縣DF058
1308,高市DF082,395.33,229016,2563253,高縣DF079
1309,高市DF001,16.2,173656,2505166,高雄A055
1310,高市DF002,10.74,173786,2504949,高雄A056
1311,高市DF003,7.3,174993,2503601,高雄A057
1312,高市DF030,15.39,200226,2534668,高縣DF027
1313,高市DF031,7.54,199212,2534054,高縣DF028
1314,高市DF032,5.43,198970,2533613,高縣DF029
1315,高市DF033,3.72,198820,2533538,高縣DF030
1316,高市DF034,6.89,198666,2533397,高縣DF031
1317,高市DF035,5.23,198361,2533192,高縣DF032
1318,高市DF036,10.37,199104,2533237,高縣DF033
1319,高市DF111,9.94,198972,2533086,高市DF036
1320,屏縣DF010,75.53,213664,2519719,屏東A033
1321,屏縣DF011,38.42,213993,2519413,屏東004
1322,屏縣DF012,11.09,213983,2519022,屏東A034
1323,屏縣DF009,32.01,213409,2521966,屏東A032
1324,屏縣DF008,30.04,213667,2523841,屏東A031
1325,屏縣DF007,143.47,213516,2527046,屏東003
1326,屏縣DF013,426.75,219692,2512124,屏東006
1327,屏縣DF063,9.47,230552,2442173,屏東A062
1328,屏縣DF057,41.78,230157,2448372,屏東024
1329,屏縣DF058,15.08,229423,2448096,屏東A058
1330,屏縣DF059,6.72,224781,2447667,屏東A059
1331,屏縣DF060,11.41,223294,2445394,屏東028
1332,屏縣DF061,8.2,223193,2444853,屏東A060
1333,屏縣DF062,7.31,223522,2444645,屏東A061
1334,屏縣DF055,69.91,232270,2453180,屏東022
1335,屏縣DF056,77.04,230002,2450261,屏東023
1336,屏縣DF029,184.73,215168,2490811,屏東010
1337,屏縣DF030,88.16,213579,2490638,屏東013
1338,屏縣DF031,91.48,212546,2488964,屏東014
1339,屏縣DF032,16.78,212053,2488448,屏東A045
1340,屏縣DF027,51.24,213353,2492735,屏東011
1341,屏縣DF028,21.69,212745,2492337,屏東012
1342,屏縣DF025,37.61,216444,2491216,屏東008
1343,屏縣DF069,11.08,216961,2491558,屏縣T100-11
1344,屏縣DF033,37.78,211489,2484733,屏東A046
1345,屏縣DF026,53.82,215732,2491204,屏東009
1346,屏縣DF068,61.47,216573,2495052,屏縣T100-6
1347,屏縣DF054,401.32,220417,2453138,屏東A057
1348,屏縣DF034,6.22,213916,2482088,屏東015
1349,屏縣DF035,18.31,213953,2481343,屏東016
1350,屏縣DF037,61.41,214080,2473036,屏東017
1351,屏縣DF036,9.74,212726,2480881,屏東A047
1352,屏縣DF023,7.55,212210,2494512,屏東A042
1353,屏縣DF021,3.75,212288,2501689,屏東A043
1354,屏縣DF022,134.07,212708,2501010,屏東A041
1355,屏縣DF067,55.5,216107,2497895,屏縣T100-5
1356,屏縣DF020,1.75,212759,2502478,屏東A040
1357,屏縣DF003,13.6,213890,2529016,屏東A029
1358,屏縣DF004,71.38,214017,2528687,屏東001
1359,屏縣DF005,18.67,213579,2528510,屏東A030
1360,屏縣DF006,125.54,213580,2527842,屏東002
1361,屏縣DF045,41.65,221898,2456060,屏東021
1362,屏縣DF046,119.59,222702,2455558,屏東020
1363,屏縣DF047,553.36,223866,2454579,屏東019
1364,屏縣DF065,147.75,227198,2456223,屏縣T99-1
1365,屏縣DF051,5.8,234354,2457682,屏東A056
1366,屏縣DF052,5.35,234355,2457944,屏東A055
1367,屏縣DF041,1.83,213587,2466907,屏東A051
1368,屏縣DF042,8.36,213709,2466786,屏東A052
1369,屏縣DF048,399.61,220679,2451626,屏東025
1370,屏縣DF049,457.66,220922,2450402,屏東026
1371,屏縣DF050,303.87,221199,2448800,屏東027
1372,屏縣DF071,49.06,219841,2450301,屏縣T107-1
1373,屏縣DF038,8.23,213902,2468345,屏東A048
1374,屏縣DF039,3.8,214050,2468244,屏東A049
1375,屏縣DF040,3,214191,2468089,屏東A050
1376,屏縣DF053,14.28,229984,2459525,屏東A054
1377,屏縣DF043,34.9,216547,2461308,屏東A053
1378,屏縣DF044,121.16,217171,2460189,屏東018
1379,屏縣DF024,7.94,211546,2493346,屏東A044
1380,屏縣DF064,28.16,233964,2433133,屏東A063
1381,屏縣DF070,76.14,229995,2437954,屏縣T100-22
1382,屏縣DF014,10.84,214540,2511367,屏東007
1383,屏縣DF015,46.94,212714,2506933,屏東A036
1384,屏縣DF016,81.54,212794,2506273,屏東A037
1385,屏縣DF017,54.02,212673,2505625,屏東A038
1386,屏縣DF018,52.3,212322,2504893,屏東A039
1387,屏縣DF066,336.08,214893,2509337,屏縣T100-4
1388,屏縣DF019,485.79,216750,2509278,屏東T97-82
1389,屏縣DF002,1.68,224953,2513853,屏東A035
1390,屏縣DF001,129.92,223503,2514236,屏東005
1391,東縣DF091,40.15,242957,2481944,台東056
1392,東縣DF092,116.42,242310,2481487,台東057
1393,東縣DF093,204.37,241452,2480742,台東058
1394,東縣DF094,214.81,240306,2480373,台東059
1395,東縣DF164,312.99,241552,2482963,東縣V100-25
1396,東縣DF165,5.48,243387,2482416,東縣V100-27
1397,東縣DF095,51.26,237030,2473034,台東A128
1398,東縣DF096,4.14,237534,2473192,台東A127
1399,東縣DF097,47.95,240276,2477248,台東060
1400,東縣DF098,12.74,240239,2476685,台東A126
1401,東縣DF099,1538.62,237839,2476627,台東061
1402,東縣DF100,35.52,239329,2474467,台東062
1403,東縣DF101,44.95,237069,2472195,台東063
1404,東縣DF102,80.57,236856,2469924,台東064
1405,東縣DF103,26.9,237536,2469718,台東065
1406,東縣DF104,7.03,238787,2470682,台東A131
1407,東縣DF105,6.8,238743,2470766,台東A130
1408,東縣DF106,3.52,238403,2470992,台東A129
1409,東縣DF107,278.83,237114,2468220,台東066
1410,東縣DF108,32.24,238306,2469056,台東A133
1411,東縣DF109,12.96,238521,2470169,台東A132
1412,東縣DF111,117.03,248361,2502853,台東036
1413,東縣DF112,89.07,247935,2500647,台東038
1414,東縣DF110,224.61,249669,2506035,台東034
1415,東縣DF118,73.92,243708,2485552,台東050
1416,東縣DF119,39.71,244381,2486227,台東049
1417,東縣DF120,72.57,244412,2487082,台東048
1418,東縣DF121,72.6,245013,2489812,台東047
1419,東縣DF113,564.7,245859,2494621,台東A122
1420,東縣DF114,90.72,244701,2493393,台東046
1421,東縣DF115,658.3,243006,2494189,台東A123
1422,東縣DF116,7.16,246847,2494403,台東044
1423,東縣DF117,18.39,246815,2494865,台東043
1424,東縣DF122,141.76,247109,2496598,台東042
1425,東縣DF123,56.84,247735,2497378,台東041
1426,東縣DF124,88.25,251393,2505794,台東033
1427,東縣DF125,278.94,250635,2507377,台東032
1428,東縣DF154,466.36,284143,2553224,台東010
1429,東縣DF153,173.94,284114,2556201,台東009
1430,東縣DF158,177.93,289607,2561861,台東006
1431,東縣DF159,191.46,289571,2563111,台東005
1432,東縣DF155,495.17,282829,2550547,台東011
1433,東縣DF156,60.6,282908,2548729,台東012
1434,東縣DF157,122.5,283346,2547942,台東013
1435,東縣DF151,819.52,288183,2568093,台東A112
1436,東縣DF152,1370.31,287632,2565467,台東004
1437,東縣DF002,51.18,273689,2552994,台東008
1438,東縣DF001,279.94,275085,2553950,台東007
1439,東縣DF068,42.3,264698,2523983,台東031
1440,東縣DF069,26.78,266000,2528717,台東A150
1441,東縣DF053,29.17,256092,2520674,台東080
1442,東縣DF054,90.22,255064,2520469,台東079
1443,東縣DF042,51.03,258825,2529832,台東088
1444,東縣DF043,88.28,258485,2529479,台東087
1445,東縣DF044,76.66,257795,2529120,台東086
1446,東縣DF045,53.93,257688,2528227,台東A142
1447,東縣DF046,255.42,256640,2527668,台東085
1448,東縣DF038,94.54,258993,2530639,台東A144
1449,東縣DF039,60.96,262213,2526481,台東029
1450,東縣DF040,54.97,262419,2527245,台東028
1451,東縣DF041,15.44,260440,2528882,台東A143
1452,東縣DF055,74.04,254270,2519713,台東078
1453,東縣DF056,68.72,251912,2518990,台東077
1454,東縣DF057,126.92,253707,2516497,台東076
1455,東縣DF047,395.25,256588,2526063,台東084
1456,東縣DF048,50.26,257658,2525221,台東A141
1457,東縣DF049,1204.08,254253,2525042,台東083
1458,東縣DF050,253.27,254878,2522289,台東082
1459,東縣DF051,163.3,255743,2521642,台東081
1460,東縣DF052,33.67,256233,2521190,台東A138
1461,東縣DF058,131.68,252757,2514796,台東073
1462,東縣DF059,250.3,251639,2513645,台東072
1463,東縣DF060,579.57,247807,2511838,台東069
1464,東縣DF061,290.37,251126,2512395,台東071
1465,東縣DF062,383.94,249590,2511979,台東070
1466,東縣DF063,111.87,250146,2509234,台東A134
1467,東縣DF064,17.32,250670,2509856,台東A135
1468,東縣DF065,252.71,251641,2509109,台東A136
1469,東縣DF070,140.47,263252,2529524,台東A149
1470,東縣DF071,39.2,264127,2529663,台東027
1471,東縣DF072,13.58,263400,2530778,台東A148
1472,東縣DF073,10.68,263235,2530739,台東A147
1473,東縣DF074,7.26,263051,2530685,台東A146
1474,東縣DF075,4.9,261544,2531126,台東A145
1475,東縣DF066,5.63,259877,2523152,台東A139
1476,東縣DF067,34.25,257632,2524479,台東A140
1477,東縣DF126,71.08,261868,2523782,台東030
1478,東縣DF034,36.23,261153,2536359,台東092
1479,東縣DF035,63.48,260624,2536768,台東093
1480,東縣DF036,45.85,260291,2537180,台東094
1481,東縣DF037,227.13,260055,2538222,台東095
1482,東縣DF028,54.68,261976,2541884,台東096
1483,東縣DF032,35.83,254734,2531046,台東089
1484,東縣DF166,33.6,255945,2532729,東縣V105-1
1485,東縣DF029,1422.3,255915,2536473,台東090
1486,東縣DF030,27.36,259219,2535478,台東A151
1487,東縣DF031,134.76,260125,2535239,台東091
1488,東縣DF033,129.64,268244,2532690,台東025
1489,東縣DF131,281.16,281323,2553842,台東A113
1490,東縣DF132,24.64,280668,2546271,台東N002
1491,東縣DF133,113.59,280775,2547896,台東N001
1492,東縣DF134,85.38,281169,2549081,台東A115
1493,東縣DF135,41.12,281393,2551541,台東A114
1494,東縣DF149,55.71,278562,2539246,台東019
1495,東縣DF150,352.13,279031,2540744,台東018
1496,東縣DF136,49.53,277871,2542087,台東A117
1497,東縣DF137,8.42,276801,2541238,台東A118
1498,東縣DF138,44.29,276760,2540633,台東A119
1499,東縣DF139,25.97,276430,2540810,台東014
1500,東縣DF140,80.58,276317,2540291,台東015
1501,東縣DF141,14.31,279398,2543039,台東A116
1502,東縣DF144,46.6,272602,2532802,台東022
1503,東縣DF145,32.14,271501,2532320,台東023
1504,東縣DF146,161.55,269504,2531841,台東026
1505,東縣DF147,16.26,269661,2528469,台東A120
1506,東縣DF148,293.48,271000,2531676,台東024
1507,東縣DF142,271.82,274898,2534834,台東020
1508,東縣DF143,342.84,272994,2534576,台東021
1509,東縣DF082,283.5,248764,2501688,台東037
1510,東縣DF076,342.75,248591,2504257,台東035
1511,東縣DF077,9.16,249817,2503650,台東A124
1512,東縣DF078,64.02,246213,2500440,台東039
1513,東縣DF079,391.02,244883,2501035,台東040
1514,東縣DF081,155.61,245597,2493646,台東045
1515,東縣DF080,4.33,242327,2492077,台東A125
1516,東縣DF160,280.23,296116,2584390,台東001
1517,東縣DF161,142.22,293898,2582416,台東002
1518,東縣DF162,331.84,293181,2581581,台東003
1519,東縣DF163,460.27,288772,2572742,台東A111
1520,東縣DF015,114.62,262138,2542980,台東097
1521,東縣DF016,47.71,264832,2550341,台東A155
1522,東縣DF017,751.19,265159,2552557,台東099
1523,東縣DF018,122.77,265155,2553606,台東A156
1524,東縣DF012,60.28,263114,2558703,台東102
1525,東縣DF013,97.93,267035,2555164,台東A157
1526,東縣DF014,199.35,266611,2555982,台東101
1527,東縣DF019,11.5,269298,2561455,台東A158
1528,東縣DF020,29.73,271327,2561554,台東A159
1529,東縣DF003,123.54,253132,2562149,台東110
1530,東縣DF004,18.75,254398,2562253,台東A160
1531,東縣DF005,484.04,254095,2561036,台東109
1532,東縣DF006,197.44,256183,2560434,台東108
1533,東縣DF007,22.51,257622,2560117,台東107
1534,東縣DF008,118.42,257459,2559603,台東106
1535,東縣DF009,39.68,258144,2559515,台東105
1536,東縣DF010,103.78,259380,2559165,台東104
1537,東縣DF011,33.61,260034,2559463,台東103
1538,東縣DF026,118.3,268744,2541753,台東017
1539,東縣DF024,21.31,263556,2542903,台東A153
1540,東縣DF025,15.79,260775,2534828,台東A152
1541,東縣DF084,57.31,239791,2484972,台東052
1542,東縣DF085,29.28,239438,2484750,台東053
1543,東縣DF086,72.55,238766,2484912,台東054
1544,東縣DF087,107.1,238047,2484710,台東055
1545,東縣DF083,605.16,241011,2487398,台東051
1546,東縣DF090,5523.16,232901,2465261,台東067
1547,東縣DF088,24.54,238007,2463231,台東T001
1548,東縣DF089,133.9,237762,2464188,台東068
1549,東縣DF127,40.47,261952,2523002,台東A121
1550,東縣DF129,53.47,255001,2516463,台東075
1551,東縣DF130,33.19,254986,2515441,台東074
